timestamp,model,checkpoint,dataset,resolution,num_parameters,device,compiled,mae,mse,grad,sad,conn
2025-04-11T02:24:30.210179,ResNet50Matte,resnet_50_512_v1,synthetic-data,512,38.32,cuda,False,35.17716725451606,28.447876411676408,96.5464679636274,9.221483778102057,9.279900965435164
2025-04-11T03:10:21.452199,DPTSwinV2Tiny256Matte,dpt-swinv2-tiny-256_v1,synthetic-data,256,55.14,cuda,False,31.499629547936575,25.272504677091327,109.9378844179426,2.06435982384852,2.084441536324365
2025-04-11T03:20:58.196365,DPTSwinV2Tiny256Matte,dpt-swinv2-tiny-256_v2,synthetic-data,256,55.14,cuda,False,38.36532521452222,31.451137287276133,119.0247758592878,2.5143100707445827,2.5334950838770185
2025-04-11T03:23:44.294859,DPTSwinV2Tiny256Matte,dpt-swinv2-tiny-256_v2_latest,synthetic-data,256,55.14,cuda,False,37.81796831130981,30.66982304777418,119.52639941079276,2.478438503231321,2.499174605991159
