model_name,model_type,hardware,iteration,inference_time_sec,avg_time_sec,min_time_sec,max_time_sec,median_time_sec,stddev_time_sec
resnet,pytorch,GPU,8,3.4807,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,9,3.3714,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,10,3.6123,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,11,3.6204,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,12,3.6397,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,13,3.5109,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,14,3.3836,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,15,3.5320,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,16,3.3797,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,17,3.4120,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,18,3.4097,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,19,3.6674,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,20,3.5256,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,21,3.5132,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,22,3.4294,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,23,3.5382,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,24,3.6281,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,25,3.5231,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,26,3.5104,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,27,3.5416,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,28,3.5526,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,29,3.5459,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,30,3.7123,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,31,3.5664,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,32,3.5867,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,33,3.3944,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,34,3.6209,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,35,3.5239,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,36,3.5678,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,37,3.7092,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,38,3.5264,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,39,3.7253,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,40,3.5566,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,41,3.5233,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,42,3.5388,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,43,3.6317,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,44,3.4590,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,45,3.5546,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,46,3.5591,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,47,3.5479,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,48,3.7039,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,49,3.6730,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,50,3.5695,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,51,3.4658,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,52,3.6312,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,53,3.5534,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,54,3.5224,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,55,3.7233,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,56,3.6308,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,57,3.5417,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,58,3.7343,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,59,3.7430,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,60,3.7198,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,61,3.7646,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,62,3.4868,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,63,3.5165,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,64,3.4970,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,65,3.6548,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,66,3.9764,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,67,3.8576,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,68,3.6520,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,69,3.4968,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,70,3.6974,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,71,3.5568,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,72,3.7807,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,73,3.7507,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,74,3.6217,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,75,3.6140,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,76,3.7827,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,77,3.8067,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,78,3.9227,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,79,3.9522,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,80,3.9189,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,81,3.8377,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,82,3.8978,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,83,3.8574,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,84,3.7401,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,85,3.9280,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,86,3.5801,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,87,3.5362,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,88,3.5861,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,89,3.4863,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,90,3.4463,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,91,3.6288,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,92,3.4790,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,93,3.4928,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,94,3.4671,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,95,3.6471,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,96,3.6641,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,97,3.7108,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,98,3.5504,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,99,3.6783,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,pytorch,GPU,100,3.6072,3.6090,3.3714,3.9764,3.5831,0.1371
resnet,torchscript,CPU,1,9.6030,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,2,9.5924,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,3,9.4618,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,4,9.4226,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,5,9.4962,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,6,9.6528,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,7,9.4994,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,8,9.3469,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,9,9.5648,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,10,9.3846,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,11,9.3117,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,12,9.6540,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,13,9.5536,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,14,9.5749,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,15,9.4758,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,16,9.5102,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,17,9.5042,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,18,9.5143,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,19,9.6955,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,20,9.6134,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,21,9.5410,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,22,9.3146,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,23,9.6020,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,24,9.5003,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,25,9.3330,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,26,9.5198,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,27,9.3531,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,28,9.4549,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,29,9.3642,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,30,9.4549,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,31,9.6013,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,32,9.6594,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,33,9.5575,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,34,9.6029,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,35,9.5913,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,36,9.5094,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,37,9.4357,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,38,9.5424,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,39,9.6303,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,40,9.6491,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,41,9.6445,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,42,9.6688,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,43,9.6355,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,44,9.6980,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,45,9.6533,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,46,9.6647,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,47,9.7552,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,48,9.6378,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,49,9.7038,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,50,9.5031,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,51,9.6232,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,52,9.3993,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,53,9.4933,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,54,9.6026,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,55,9.5862,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,56,9.4894,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,57,9.5730,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,58,9.6930,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,59,9.6765,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,60,9.7000,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,61,9.1679,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,62,9.6481,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,63,9.5381,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,64,9.4429,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,65,9.3444,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,66,9.3863,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,67,9.4939,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,68,9.5891,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,69,9.5351,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,70,9.5359,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,71,9.5490,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,72,9.4233,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,73,9.6203,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,74,9.6683,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,75,9.5682,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,76,9.6355,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,77,9.7214,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,78,9.6746,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,79,9.6864,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,80,9.5351,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,81,9.4621,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,82,9.6243,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,83,9.6452,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,84,9.4244,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,85,9.5413,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,86,9.6421,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,87,9.4360,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,88,9.4059,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,89,9.4368,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,90,9.6372,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,91,9.4341,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,92,9.5776,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,93,9.6477,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,94,9.6478,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,95,9.6202,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,96,9.7517,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,97,9.5908,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,98,9.4325,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,99,9.5283,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,CPU,100,9.4848,9.5479,9.1679,9.7552,9.5612,0.1130
resnet,torchscript,GPU,1,3.9985,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,2,3.9404,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,3,3.8094,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,4,3.8391,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,5,3.8351,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,6,3.8335,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,7,3.9831,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,8,3.8801,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,9,3.9252,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,10,3.8375,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,11,3.8886,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,12,3.8186,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,13,3.7665,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,14,3.8115,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,15,3.8926,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,16,3.8448,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,17,3.8471,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,18,3.8850,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,19,3.9544,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,20,4.0408,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,21,3.9192,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,22,3.8356,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,23,3.7911,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,24,3.8450,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,25,3.9167,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,26,4.0378,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,27,3.9661,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,28,3.8156,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,29,3.8692,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,30,3.7934,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,31,3.9245,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,32,3.8424,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,33,3.8038,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,34,3.8739,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,35,3.8062,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,36,3.9957,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,37,4.0624,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,38,4.0567,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,39,3.9079,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,40,3.8942,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,41,3.9339,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,42,3.9977,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,43,3.9348,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,44,3.7830,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,45,3.9716,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,46,3.8677,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,47,4.0302,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,48,3.9058,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,49,3.9758,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,50,3.8060,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,51,3.8271,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,52,3.9867,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,53,3.8641,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,54,3.8323,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,55,3.7856,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,56,3.9614,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,57,3.8375,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,58,3.8441,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,59,3.8292,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,60,3.9345,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,61,3.9742,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,62,3.8183,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,63,3.8358,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,64,3.8363,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,65,3.8237,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,66,3.9705,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,67,3.9660,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,68,4.0166,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,69,3.9819,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,70,3.9391,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,71,4.0156,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,72,3.8869,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,73,3.7901,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,74,3.9740,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,75,3.7919,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,76,3.7868,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,77,3.9333,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,78,3.9823,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,79,3.8063,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,80,3.8103,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,81,3.9082,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,82,3.9979,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,83,3.9680,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,84,4.0339,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,85,3.9479,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,86,4.0016,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,87,3.9898,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,88,3.9642,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,89,3.9952,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,90,3.9586,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,91,4.0323,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,92,4.0449,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,93,4.0405,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,94,4.0248,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,95,4.0131,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,96,3.9691,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,97,3.9676,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,98,3.7704,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,99,3.9477,3.9090,3.7665,4.0624,3.9124,0.0827
resnet,torchscript,GPU,100,3.8845,3.9090,3.7665,4.0624,3.9124,0.0827
swin,onnx,CPU,1,7.2806,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,2,7.0914,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,3,7.2403,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,4,7.1690,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,5,7.1268,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,6,7.2596,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,7,7.3042,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,8,7.3915,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,9,7.4973,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,10,7.4671,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,11,7.4621,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,12,7.4746,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,13,7.4310,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,14,7.2330,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,15,7.3926,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,16,7.3022,7.3511,7.0914,7.5742,7.3707,0.1168
swin,onnx,CPU,17,7.1629,7.3511,7.0914,7.5742,7.3707,0.1168
