ts,cpu_%,ram_MiB,gpu_id,gpu_util_%,gpu_mem_MiB
1745354055.8791168,100.0,21950,0,0.0,4.0
1745354056.9451165,99.9,21942,0,0.0,4.0
1745354058.016394,89.9,21943,0,0.0,4.0
1745354059.0930877,100.0,21934,0,0.0,4.0
1745354060.1645489,100.0,22286,0,0.0,4.0
1745354061.2381687,100.0,22283,0,0.0,4.0
1745354062.3084917,100.0,22276,0,0.0,4.0
1745354063.3758712,100.0,22279,0,0.0,4.0
1745354064.4446676,100.0,22349,0,0.0,4.0
1745354065.511405,98.2,22331,0,0.0,4.0
1745354066.5528233,88.9,22331,0,0.0,4.0
1745354067.58496,77.5,22302,0,0.0,4.0
1745354068.6172204,74.1,22324,0,0.0,4.0
1745354069.6577828,98.4,22606,0,0.0,4.0
1745354070.733687,98.4,22662,0,0.0,4.0
1745354071.7719173,99.4,22663,0,0.0,4.0
1745354072.8374465,100.0,22669,0,0.0,4.0
1745354073.9121091,100.0,22664,0,0.0,4.0
1745354074.972662,100.0,22678,0,0.0,4.0
1745354076.0648806,99.9,22724,0,0.0,4.0
1745354077.1057696,90.1,22704,0,0.0,4.0
1745354078.1479743,86.9,22684,0,0.0,4.0
1745354079.1900237,94.0,22676,0,0.0,4.0
1745354080.2564578,100.0,22673,0,0.0,4.0
1745354081.3117604,100.0,22669,0,0.0,4.0
1745354082.3847535,100.0,22666,0,0.0,4.0
1745354083.4529145,100.0,22739,0,0.0,4.0
1745354084.521278,100.0,23061,0,0.0,4.0
1745354085.5878367,100.0,23297,0,0.0,4.0
1745354086.6732075,99.7,23565,0,0.0,4.0
1745354087.737466,99.9,23912,0,0.0,4.0
1745354088.8120472,100.0,24001,0,0.0,4.0
1745354089.8858802,100.0,23995,0,0.0,4.0
1745354090.9460225,100.0,24000,0,0.0,4.0
1745354092.005793,100.0,23994,0,0.0,4.0
1745354093.0673056,100.0,23999,0,0.0,4.0
1745354094.1321363,100.0,24496,0,0.0,4.0
1745354095.1917932,100.0,25293,0,0.0,4.0
1745354096.2663848,100.0,26439,0,0.0,4.0
1745354097.3291385,100.0,27490,0,0.0,4.0
1745354098.4011014,100.0,28152,0,0.0,4.0
1745354099.4735515,100.0,28580,0,0.0,4.0
1745354100.5398076,100.0,28588,0,0.0,4.0
1745354101.6074462,100.0,28595,0,0.0,4.0
1745354102.6762936,100.0,28600,0,0.0,4.0
1745354103.7411568,100.0,28602,0,0.0,4.0
1745354104.8081167,100.0,28602,0,0.0,4.0
1745354105.8687623,100.0,28601,0,0.0,4.0
1745354106.9421334,100.0,28668,0,0.0,4.0
1745354108.0064015,100.0,28610,0,0.0,4.0
1745354109.082567,100.0,28607,0,0.0,4.0
1745354110.1501772,100.0,28601,0,0.0,4.0
1745354111.2158287,100.0,28607,0,0.0,4.0
1745354112.2785568,100.0,28602,0,0.0,4.0
1745354113.3632364,100.0,28608,0,0.0,4.0
1745354114.4326653,100.0,28649,0,0.0,4.0
1745354115.4972358,100.0,28657,0,0.0,4.0
1745354116.554919,100.0,28697,0,0.0,4.0
1745354117.6188421,100.0,29015,0,0.0,4.0
1745354118.7021039,100.0,29022,0,0.0,4.0
1745354119.7761962,100.0,29022,0,0.0,4.0
1745354120.8402925,100.0,29029,0,0.0,4.0
1745354121.9141707,100.0,29030,0,0.0,4.0
1745354122.9892824,100.0,29030,0,0.0,4.0
1745354124.049849,100.0,29031,0,0.0,4.0
1745354125.1201982,100.0,29444,0,0.0,4.0
1745354126.1885903,100.0,29392,0,0.0,4.0
1745354127.2558062,100.0,29415,0,0.0,4.0
1745354128.3192353,100.0,29420,0,0.0,4.0
1745354129.3881717,100.0,29421,0,0.0,4.0
1745354130.453349,100.0,29590,0,0.0,4.0
1745354131.5201826,100.0,29763,0,0.0,4.0
1745354132.5806801,100.0,29766,0,0.0,4.0
1745354133.6481214,100.0,29772,0,0.0,4.0
1745354134.7206311,100.0,29800,0,0.0,4.0
1745354135.782635,100.0,29775,0,0.0,4.0
1745354136.8500338,100.0,29763,0,0.0,4.0
1745354137.913885,100.0,29768,0,0.0,4.0
1745354138.9837613,100.0,30125,0,0.0,4.0
1745354140.0518842,100.0,30121,0,0.0,4.0
1745354141.1121602,100.0,30121,0,0.0,4.0
1745354142.1859999,100.0,30120,0,0.0,4.0
1745354143.2493887,100.0,30123,0,0.0,4.0
1745354144.3119428,100.0,30128,0,0.0,4.0
1745354145.3721943,100.0,30493,0,0.0,4.0
1745354146.4583535,100.0,30469,0,0.0,4.0
1745354147.5213377,100.0,30471,0,0.0,4.0
1745354148.5896876,100.0,30470,0,0.0,4.0
1745354149.6601992,100.0,30474,0,0.0,4.0
1745354150.7246497,100.0,30473,0,0.0,4.0
1745354151.7921088,100.0,30478,0,0.0,4.0
1745354152.8564,100.0,30479,0,0.0,4.0
1745354153.9241023,100.0,30476,0,0.0,4.0
1745354154.9891849,100.0,30491,0,0.0,4.0
1745354156.0661237,100.0,30464,0,0.0,4.0
1745354157.1318188,100.0,30457,0,0.0,4.0
1745354158.2005377,100.0,30454,0,0.0,4.0
1745354159.282239,100.0,30459,0,0.0,4.0
1745354160.3368757,100.0,30509,0,0.0,4.0
1745354161.4060428,100.0,30487,0,0.0,4.0
1745354162.476723,100.0,30485,0,0.0,4.0
1745354163.5378678,100.0,30542,0,0.0,4.0
1745354164.6038566,100.0,30483,0,0.0,4.0
1745354165.690198,100.0,30484,0,0.0,4.0
1745354166.7660136,100.0,30484,0,0.0,4.0
1745354167.8326242,100.0,30482,0,0.0,4.0
1745354168.9100096,100.0,30485,0,0.0,4.0
1745354169.9788418,100.0,30485,0,0.0,4.0
1745354171.041686,100.0,30487,0,0.0,4.0
1745354172.1120903,100.0,30488,0,0.0,4.0
1745354173.1888137,100.0,30555,0,0.0,4.0
1745354174.2598372,100.0,30490,0,0.0,4.0
1745354175.3242662,100.0,30489,0,0.0,4.0
1745354176.3940482,100.0,30489,0,0.0,4.0
1745354177.4659898,100.0,30488,0,0.0,4.0
1745354178.5324023,100.0,30483,0,0.0,4.0
1745354179.59619,100.0,30478,0,0.0,4.0
1745354180.658278,100.0,30479,0,0.0,4.0
1745354181.7241926,100.0,30479,0,0.0,4.0
1745354182.7926009,100.0,30542,0,0.0,4.0
1745354183.865813,100.0,30492,0,0.0,4.0
1745354184.932781,100.0,30486,0,0.0,4.0
1745354186.001789,100.0,30488,0,0.0,4.0
1745354187.0690506,100.0,30486,0,0.0,4.0
1745354188.1344063,100.0,30482,0,0.0,4.0
1745354189.2060158,100.0,30477,0,0.0,4.0
1745354190.2707233,100.0,30484,0,0.0,4.0
1745354191.3426652,100.0,30491,0,0.0,4.0
1745354192.4060044,100.0,30555,0,0.0,4.0
1745354193.4762363,100.0,30507,0,0.0,4.0
1745354194.5420284,100.0,30496,0,0.0,4.0
1745354195.613381,100.0,30482,0,0.0,4.0
1745354196.6860077,100.0,30483,0,0.0,4.0
1745354197.7499208,100.0,30482,0,0.0,4.0
1745354198.8056169,100.0,30482,0,0.0,4.0
1745354199.8669932,99.9,30477,0,0.0,4.0
1745354200.9270115,100.0,30482,0,0.0,4.0
1745354201.9898,100.0,30484,0,0.0,4.0
1745354203.061399,100.0,30501,0,0.0,4.0
1745354204.138039,100.0,30794,0,0.0,4.0
1745354205.2051113,100.0,31433,0,0.0,4.0
1745354206.31017,100.0,31718,0,0.0,4.0
1745354207.3981376,100.0,32276,0,0.0,4.0
1745354208.5156746,100.0,32708,0,0.0,4.0
1745354209.6197352,100.0,33003,0,0.0,4.0
1745354210.7261906,100.0,33057,0,0.0,4.0
1745354211.8365042,100.0,33033,0,0.0,4.0
1745354212.93816,100.0,33125,0,0.0,4.0
1745354214.0268536,100.0,33207,0,0.0,4.0
1745354215.1220832,100.0,34068,0,0.0,4.0
1745354216.219539,100.0,34106,0,0.0,4.0
1745354217.3047726,100.0,34185,0,0.0,4.0
1745354218.4157875,100.0,34390,0,0.0,4.0
1745354219.5222077,100.0,35031,0,0.0,4.0
1745354220.6219435,100.0,36049,0,0.0,4.0
1745354221.7443426,100.0,36898,0,0.0,4.0
1745354222.847744,100.0,38045,0,0.0,4.0
1745354223.9443088,100.0,38533,0,0.0,4.0
1745354225.0357773,100.0,39243,0,0.0,4.0
1745354226.1292877,100.0,40157,0,0.0,4.0
1745354227.2251682,100.0,40714,0,0.0,4.0
1745354228.316671,100.0,41208,0,0.0,4.0
1745354229.4219537,100.0,42147,0,0.0,4.0
1745354230.5039024,100.0,42777,0,0.0,4.0
1745354231.5967212,100.0,43007,0,0.0,4.0
1745354232.6896787,100.0,42962,0,0.0,4.0
1745354233.787983,100.0,42963,0,0.0,4.0
1745354234.8693964,100.0,42967,0,0.0,4.0
1745354235.969,100.0,42975,0,0.0,4.0
1745354237.056772,100.0,42970,0,0.0,4.0
1745354238.1517725,100.0,43035,0,0.0,4.0
1745354239.252791,100.0,42972,0,0.0,4.0
1745354240.3460891,100.0,42968,0,0.0,4.0
1745354241.4312623,100.0,42960,0,0.0,4.0
1745354242.5260758,100.0,42965,0,0.0,4.0
1745354243.6194913,100.0,42972,0,0.0,4.0
1745354244.7081351,100.0,43040,0,0.0,4.0
1745354245.7980158,100.0,42990,0,0.0,4.0
1745354246.8996542,100.0,42984,0,0.0,4.0
1745354247.973983,100.0,42980,0,0.0,4.0
1745354249.058775,100.0,42979,0,0.0,4.0
1745354250.1518779,100.0,42980,0,0.0,4.0
1745354251.2699976,100.0,42989,0,0.0,4.0
1745354252.3661005,100.0,42990,0,0.0,4.0
1745354253.44609,100.0,43000,0,0.0,4.0
1745354254.538108,100.0,42993,0,0.0,4.0
1745354255.625991,100.0,42990,0,0.0,4.0
1745354256.726175,100.0,42996,0,0.0,4.0
1745354257.8340027,100.0,42997,0,0.0,4.0
1745354258.9271383,100.0,43244,0,0.0,4.0
1745354260.0301542,100.0,43407,0,0.0,4.0
1745354261.1299884,100.0,43343,0,0.0,4.0
1745354262.2460973,100.0,43341,0,0.0,4.0
1745354263.3420122,100.0,43330,0,0.0,4.0
1745354264.432041,100.0,43336,0,0.0,4.0
1745354265.5220068,100.0,43400,0,0.0,4.0
1745354266.6198912,100.0,44027,0,0.0,4.0
1745354267.7365851,100.0,44220,0,0.0,4.0
1745354268.8326912,100.0,44349,0,0.0,4.0
1745354269.9301,100.0,44563,0,0.0,4.0
1745354271.0257983,100.0,44586,0,0.0,4.0
1745354272.1155097,100.0,44587,0,0.0,4.0
1745354273.2180772,100.0,44592,0,0.0,4.0
1745354274.3168092,100.0,44650,0,0.0,4.0
1745354275.4500687,100.0,44599,0,0.0,4.0
1745354276.5549083,100.0,44588,0,0.0,4.0
1745354277.654041,100.0,44594,0,0.0,4.0
1745354278.7373471,100.0,44598,0,0.0,4.0
1745354279.836805,100.0,44596,0,0.0,4.0
1745354280.9420605,100.0,44602,0,0.0,4.0
1745354282.0148444,100.0,44648,0,0.0,4.0
1745354283.102076,100.0,44786,0,0.0,4.0
1745354284.1934154,100.0,45113,0,0.0,4.0
1745354285.2751682,100.0,45784,0,0.0,4.0
1745354286.3602705,100.0,46772,0,0.0,4.0
1745354287.503792,100.0,46788,0,0.0,4.0
1745354288.566549,100.0,46946,0,0.0,4.0
1745354289.6533914,100.0,47025,0,0.0,4.0
1745354290.746113,100.0,47033,0,0.0,4.0
1745354291.8569667,100.0,47040,0,0.0,4.0
1745354292.9700797,100.0,47274,0,0.0,4.0
1745354294.0735075,100.0,47403,0,0.0,4.0
1745354295.1635644,100.0,47708,0,0.0,4.0
1745354296.2510116,100.0,48304,0,0.0,4.0
1745354297.354143,100.0,48307,0,0.0,4.0
1745354298.4620423,100.0,48313,0,0.0,4.0
1745354299.5660324,100.0,48309,0,0.0,4.0
1745354300.6580606,100.0,48310,0,0.0,4.0
1745354301.7386572,100.0,48340,0,0.0,4.0
1745354302.8384218,100.0,48330,0,0.0,4.0
1745354303.964856,100.0,48318,0,0.0,4.0
1745354305.0505912,100.0,48536,0,0.0,4.0
1745354306.154132,100.0,48670,0,0.0,4.0
1745354307.2500136,100.0,48671,0,0.0,4.0
1745354308.3473341,100.0,48762,0,0.0,4.0
1745354309.4420013,100.0,49288,0,0.0,4.0
1745354310.5613487,100.0,49268,0,0.0,4.0
1745354311.6706524,100.0,49274,0,0.0,4.0
1745354312.7701995,100.0,49613,0,0.0,4.0
1745354313.8901377,100.0,49620,0,0.0,4.0
1745354314.9851663,100.0,49743,0,0.0,4.0
1745354316.0824964,100.0,49639,0,0.0,4.0
1745354317.1979954,100.0,49980,0,0.0,4.0
1745354318.324444,100.0,49980,0,0.0,4.0
1745354319.4242077,100.0,49977,0,0.0,4.0
1745354320.518023,100.0,49981,0,0.0,4.0
1745354321.6126142,100.0,49983,0,0.0,4.0
1745354322.7078602,100.0,50029,0,0.0,4.0
1745354323.8219767,100.0,49983,0,0.0,4.0
1745354324.9500995,100.0,50304,0,0.0,4.0
1745354326.1061087,100.0,50798,0,0.0,4.0
1745354327.2184799,100.0,51643,0,0.0,4.0
1745354328.336158,100.0,52135,0,0.0,4.0
1745354329.5183156,100.0,52843,0,0.0,4.0
1745354330.6861851,100.0,53271,0,0.0,4.0
1745354331.8745213,100.0,53306,0,0.0,4.0
1745354333.0407598,100.0,53319,0,0.0,4.0
1745354334.174222,100.0,53688,0,0.0,4.0
1745354335.3126347,100.0,54189,0,0.0,4.0
1745354336.4620306,100.0,54322,0,0.0,4.0
1745354337.5981438,100.0,54373,0,0.0,4.0
1745354338.7300317,100.0,54506,0,0.0,4.0
1745354339.8501658,100.0,54692,0,0.0,4.0
1745354341.0078554,100.0,54816,0,0.0,4.0
1745354342.1340995,100.0,55168,0,0.0,4.0
1745354343.2661974,100.0,55544,0,0.0,4.0
1745354344.380163,100.0,55727,0,0.0,4.0
1745354345.5181718,100.0,55751,0,0.0,4.0
1745354346.6500218,100.0,55722,0,0.0,4.0
1745354347.7803268,100.0,55717,0,0.0,4.0
1745354348.940165,100.0,55722,0,0.0,4.0
1745354350.0560062,100.0,55822,0,0.0,4.0
1745354351.206053,100.0,55763,0,0.0,4.0
1745354352.3487263,100.0,55992,0,0.0,4.0
1745354353.4740713,100.0,56351,0,0.0,4.0
1745354354.6219556,100.0,56663,0,0.0,4.0
1745354355.7555923,100.0,57812,0,0.0,4.0
1745354356.8881783,100.0,59073,0,0.0,4.0
